播客名称,简介,标签,评分,排名,剧集名,剧集介绍,audio链接
,,,,,Race: Can We See It In Our DNA?,"For decades, we've heard that race is a social and cultural idea — not scientific. But with the changing world of genetics, is race science back? We speak to sociologist Prof. Dorothy Roberts, evolutionary biologist Prof. Joseph L. Graves Jr. and psychological methodologist Prof. Jelte Wicherts.Check out the full transcript here: http://bit.ly/2nTDU8w Selected references:  Dorothy’s book on the history of scientific racism One of Joseph’s books unpacking raceThe 2005 paper on population structureA handy FAQ from a population geneticistA paper on the knowns and unknowns about genes and the environment on IQCredits: This episode was produced by Rose Rimler, with help from Wendy Zukerman, as well as Meryl Horn and Michelle Dang. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell. Fact checking by Michelle Harris, Meryl Horn, and Michelle Dang. Mix and sound design by Peter Leonard. Music by Peter Leonard, Emma Munger, and Bobby Lord. Recording assistance from Botte Jellema and Shani Aviram. A huge thanks to Stillman Brown, Morgan Jerkins, Amber Davis, Cedric Shine, Emmanuel Dzotsi, and to all the scientists we got in touch with for this episode, including Noah Rosenberg, Rasmus Nielsen, Mark Shriver, Garrett Hellenthal, Sarah Tishkoff, Kenneth Kidd, John Protzko, Dan Levitis, and others. Finally, thanks to the Zukerman Family and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/ed4ed26230a44e239b58b7f694977ecc/
,,,,,DNA Kits: Can You Trust Them?,"Millions of people are sending off their DNA to companies like Ancestry.com and 23andme to find out where they come from, and what diseases they might get. But how much can you trust these DNA kits? To find out, we speak to anthropologist Prof. Jonathan Marks and geneticist Dr Adam Rutherford.Check out the full transcript here: http://bit.ly/2OSICOD Selected references: This academic paper on genetic ancestry testingAncestry.com’s white paper The genetics of Alzheimer DiseaseA perspective piece on genetic privacyCredits: This episode was produced by Rose Rimler, with senior producer Kaitlyn Sawrey… with help from Wendy Zukerman, Meryl Horn and Michelle Dang. We’re edited by Blythe Terrell. Fact checking by Michelle Harris and Michelle Dang. Mix and sound design by Peter Leonard. Music by Peter Leonard, Frank Lopez, Emma Munger and Bobby Lord. Recording assistance from Cole del Charco, Madeline Taylor, Carmen Baskauf, Ian Cross and [Mareek] Marijke Peters. A huge thanks to everyone who spat in a tube for us, especially Toni Magyar and Alex Blumberg, and to all the researchers we got in touch with for this episode, including Dr. Wendy Roth, Dr Deborah Bolnick, Dr Celeste Karch, Professor Nancy Wexler, Dr. Robert Green, Dr Catharine Wang, and others. Thanks also to the teams at Ancestry.com, 23andMe, and MyHeritage. Thanks to the Zukerman Family and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/7b6b0676c77b4984a05e92f81c21fa25/
,,,,,Pets on Planes: Are Emotional Support Animals Legit?,"Can petting Fluffy or Fido help with anxiety on planes? Or are emotional support animals a load of croc? We talk to psychologist Prof. Hal Herzog to find out if science has anything to say on whether these pets should fly high or be grounded.Check out the full transcript here: http://bit.ly/2MD2lPC Selected references: Hal’s critical review on whether pets can improve mental health Study showing that blankets worked just as well as dogs to reduce anxiety in childrenHere’s a good article describing the differences between emotional support animals and service animals A couple reviews on the evidence that animal-assisted therapy can help with psychiatric illnessesCredits: This episode was produced by Meryl Horn, with help from Wendy Zukerman, Rose Rimler, and Michelle Dang. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell. Fact checking by Diane Kelly and Michelle Dang. Mix and sound design by Peter Leonard. Music by Peter Leonard, Emma Munger and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode, including Molly Crossman, Dr. Karen Thodberg, Cassie Boness, Dr. Rob Young, and Dr. Helen Louise Brooks. Also thanks to the Zukerman Family, and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/36809f0089f84c30bb382d3ec56921ae/
,,,,,Fasting Diets: What's the Skinny?,"Fasting diets are all the rage right now and health-fluencers claim it can help you lose weight, live longer and even fight cancer. So what does the science say? We speak to nutrition researchers Dr Krista Varady and Dr Courtney Peterson, as well as cancer researcher Professor Valter Longo.Check out the full transcript here: http://bit.ly/35FYJoP Selected references: Krista’s study comparing alternate day fasting with regular dieting, which found they had similar weight loss after one year.Courtney’s study which measured metabolic changes after time-restricted feeding without weight loss.Valter’s paper summarizing the studies in fasting and cancer. Credits:This episode was produced by our senior producer Kaitlyn Sawrey and Wendy Zukerman with help from Michelle Dang, Rose Rimler, and Meryl Horn. We’re edited by Blythe Terrell, with extra editing help from Caitlin Kenney and Annie-Rose Strasser. Fact checking by Eva Dasher and Michelle Dang. Mix and sound design by Peter Leonard. Music by Peter Leonard, Emma Munger and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode including Dr Peter Chisnell, Dr Mikkel Holm Vendelbo, Dr Jiahong Lu, Dr Dorothy Sears, Prof. Mark Mattson, Dr James D Dvorak, Dr Calloway Scott, Professor Richard Billows, Professor Nancy Worman, Dr Barbara Kowalzig and the University of Alabama, Birmingham. Also thanks to the Kimmie Regler, Helen Zaltman Zukerman Family, Frank Lopez and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/fe178383a073462b9865597afd145e4b/
,,,,,Science's Rotten Underbelly,"During a golden age for scientific progress, a group of scientists were given free rein to do whatever they wanted to their human lab rats. We got new drugs, and learnt exciting new things. But some researchers took it too far... And what seemed like a scientific fantasy turned into one of the largest American science scandals.Check out the full transcript here: http://bit.ly/2MLBX6u Selected references: The 1976 report from the National Commission for the Protection of Human Subjects of Biomedical and Behavioral Research Allen Hornblum’s book Acres of Skin (1998)2007 report from the Institute of Medicine Committee on Ethical Considerations for Research The Experimental Scurvy in Man 1969 study Credits: This episode was produced by Wendy Zukerman with help from Rose Rimler, Meryl Horn and Michelle Dang. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell and Caitlin Kenney. Fact checking by Michelle Harris and Michelle Dang. Mix and sound design by Peter Leonard. Music by Peter Leonard, Emma Munger and Bobby Lord. A huge thanks to all the researchers we got in touch with for this episode including Professor Karen Lebacqz, Michael Yesley. Also thanks to Sruthi Pinnamaneni, the Zukerman Family and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/edd065dc2d2a4876bb59125f5bc77309/
,,,,,Alcohol: A Pour Decision?,"For decades we’ve been told that having a glass or two of wine is good for you. But recently there’ve been reports that even a little bit of booze is bad for you. So what is going on? Is just a bit of alcohol dangerous? To find out we talk to epidemiologist and nutritionist Prof. Eric Rimm, psychologist Prof. Tim Stockwell, and cancer researcher Dr. Susan Gapstur.Check out the full transcript here: http://bit.ly/31p8pk5Selected references: Eric’s study of drinking and heart attacks in over 40,000 men Tim and Kaye’s meta-analysis critiquing the heart benefit hypothesisMeta-analysis showing the increased risk of cancer and other diseases from drinking different amountsCredits: This episode was produced by Meryl Horn with help from Wendy Zukerman as well as Rose Rimler and Michelle Dang. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell. Editing help from Caitlin Kenney. Fact checking by Michelle Harris and Michelle Dang. Mix and sound design by Peter Leonard. Music by Peter Leonard, Emma Munger and Bobby Lord. Thanks especially to Michelle Dang for her all her research help on this episode. A huge thanks to all the researchers we got in touch with for this episode including Dr. Arthur Klatsky, Dr. William Kerr, Dr. Tim Niami, Professor William Ghali, Dr. Wendy Chen, Max Griswold and many others. Recording help from Andrew Stelzer, Susanna Capelouto, Katie Sage, and Joseph Fridman. Also thanks to Lynn Levy, the Zukerman Family and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/91d6203d5b47449dac2f5a713df598e5/
,,,,,We're back next week!,"Season 6 is on it's way, fellow nerds!",https://www.listennotes.com/e/p/8ac0d0cf7b384b23ae1bf052ad98edc8/
,,,,,The Mystery of the Man Who Died Twice,"A dead body turns up with a stolen identity. This week, we tell the story of how a grandmother tracked down the truth — and helped create a whole new and controversial world of crime fighting. To tell this story, we talk to U.S. Marshal Peter Elliott, Dr. Margaret Press, and Phil Nichols.Check out the transcript here; http://bit.ly/33CNj3iNote: in this episode we discuss suicide and homicide. Please take care when listening to the show, and here are some resources: National Mental Health Helpline: 1-800-662-HELP (4357). National Suicide Prevention Lifeline 1-800-273-8255National Hotline for Crime Victims 1-855-4-VICTIM (1-855-484-2846) Selected references: Press Conference revealing Joseph Newton Chandler's true identity [SPOILER ALERT]Margaret Press’ DNA Doe ProjectCredits:This episode was produced by Rose Rimler and our senior producer, Kaitlyn Sawrey with help from Wendy Zukerman as well as Meryl Horn and Odelia Rubin. We’re edited by Blythe Terrell. Editing help from Alex Blumberg and Caitlin Kenney. Fact checking by Michelle Harris. Mix and sound design by Emma Munger. Music by Emma Munger and Bobby Lord. A huge thanks to all the people we got in touch with for this episode including Dr. Colleen Fitzpatrick at DNA Doe Project and Curtis Rogers at GEDmatch. Recording help from Selene Ross, Tana Weingartner and Daniel Robison. Also thanks to the Zukerman Family and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/bc388af2249d45c58092c969946beb3c/
,,,,,The Science Of Being Transgender,"Recently we’ve been hearing a lot about transgender identity. That made us wonder… what makes us the gender that we are? And what should you do if your kid doesn’t fit the mold? To find out, we talked with endocrinologist Dr. Joshua Safer, psychologist Dr. Laura Edwards-Leeper, and psychologist Dr. Colt Keo-Meier.Check out the transcript: http://bit.ly/31k0oNk UPDATE 3/29/19 : An earlier version of this episode misinterpreted a study regarding the question of how many children who visited a gender identity clinic grow up to be trans. The episode has been updated accordingly. We've explained the change in detail in the transcript. UPDATE 1/17/19: An earlier version of this episode implied that all people who are intersex are born with indeterminate genitalia. This is incorrect and the episode has been updated.Selected references: A paper from the 70s about shock therapy A review of the science behind the trans kids debateBest Practice Standards of Care for Trans PeopleRebecca’s podcast Trans Specific PartnershipThanks to our sponsor, Cole Haan. You can hear more of Wendy and other Gimlet hosts in conversation at ExtraordinariesOnTheMic.com, produced in partnership with Cole Haan.Credits:This episode was produced by Odelia Rubin and Meryl Horn along with Wendy Zukerman and Rose Rimler. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell. Editorial assistance by Rebecca Kling. Fact checking by Michelle Harris, Meryl Horn and Rose Rimler. Mix and sound design by Emma Munger. Music by Emma Munger and Bobby Lord.  A huge thanks to all the researchers we got in touch with for this episode - including Dr. Jack Turban, Professor Anne Fausto- Sterling, assistant professor Samantha Busa, Associate Professor Susan Stryker, Dr. Katrina Karkazis, Professor Neill Epperson, Paula Neira, Professor Michelle Forcier, and Professor Joan Roughgarden. And thanks to all the trans folks who shared their stories with us. Thank you! Also thanks to the Zukerman Family and Joseph Lavelle Wilson. ",https://www.listennotes.com/e/p/3fb9cd50604b4482895f71480dd37a9e/
,,,,,The Wank Worm: How NASA Got Hacked,"Before WikiLeaks, there was the Wank Worm. In this week’s episode, we tell you the story of how Australian hackers infiltrated NASA, just months after the country was hooked up to the internet in 1989. Joel Werner, host of Sum of All Parts, helps us tell this story, along with cybersecurity researcher Dr. Suelette Dreyfus.Check out the transcript here: http://bit.ly/35EkMw5 UPDATE 12/07/18: An earlier version of this episode stated that Galileo's engines ran on nuclear power. We've removed this line, as it was Galileo's electrical systems, not the propulsion system, which ran on nuclear power.Selected references: The original Sum of All Parts episode about Phoenix and Electron Suelette’s book, written with the help of Julian Assange, about the early Australian hacking movement, UndergroundAn in-depth reference on HacktivismThanks to our sponsor, Cole Haan. You can hear more of Wendy and other Gimlet hosts in conversation at ExtraordinariesOnTheMic.com, produced in partnership with Cole Haan.Credits: Original story produced by Joel Werner, for Sum of All Parts, from the Australian Broadcasting Corporation. Science Vs is Wendy Zukerman, Rose Rimler, Meryl Horn and Odelia Rubin. Our senior producer is Kaitlyn Sawrey. We’re edited by Blythe Terrell. Mixed and sound designed by Emma Munger. Music written by Emma Munger and Bobby Lord. Our fact checker is Michelle Harris. A huge thanks to Alex Goldman, Jason Scott, Chris Avram, Professor Graham Farr, Barbara Ainsworth, the Zukerman Family and Joseph Lavelle Wilson.",https://www.listennotes.com/e/p/4c017d653c7a425984895e49dae34195/
